Trigram,Frequency
"('way', 'yes', 'okay')",1
"('woodford', 'way', 'yes')",1
"('youre', '712', 'woodford')",1
"('84610', 'youre', '712')",1
"('six', '84610', 'youre')",1
"('nine', 'six', '84610')",1
"('two', 'nine', 'six')",1
"('four', 'two', 'nine')",1
"('one', 'four', 'two')",1
"('take', 'six', 'one')",1
"('eric', 'take', 'six')",1
"('number', 'eric', 'take')",1
"('phone', 'number', 'eric')",1
"('breath', 'okay', 'talking')",1
"('getting', 'breath', 'okay')",1
"('shortly', 'okay', 'yeah')",1
"('theyll', 'knocked', 'shortly')",1
"('name', 'name', 'richard')",1
"('10', 'feet', 'standing')",1
"('height', 'elevated', '10')",1
"('standing', 'height', 'elevated')",1
"('oh', 'fall', 'standing')",1
"('sure', 'oh', 'fall')",1
"('make', 'sure', 'oh')",1
"('yeah', 'wanted', 'make')",1
"('yeah', 'yeah', 'wanted')",1
"('feet', 'yeah', 'yeah')",1
"('day', 'less', '10')",1
"('garage', 'day', 'less')",1
"('clarify', 'fell', 'garage')",1
"('previously', 'clarify', 'fell')",1
"('pelvis', 'previously', 'clarify')",1
"('fractured', 'pelvis', 'previously')",1
"('bit', 'fractured', 'pelvis')",1
"('elevated', '10', 'feet')",1
"('feet', 'standing', 'gotten')",1
"('door', 'theyll', 'knocked')",1
"('standing', 'gotten', 'vehicle')",1
"('front', 'door', 'theyll')",1
"('medics', 'front', 'door')",1
"('meet', 'medics', 'front')",1
"('ahead', 'meet', 'medics')",1
"('aware', 'okay', 'go')",1
"('residence', 'im', 'aware')",1
"('enter', 'signs', 'symptoms')",1
"('quick', 'enter', 'signs')",1
"('real', 'quick', 'enter')",1
"('scene', 'real', 'quick')",1
"('medics', 'scene', 'real')",1
"('one', 'medics', 'scene')",1
"('well', 'im', 'showing')",1
"('vehicle', 'okay', 'right')",1
"('gotten', 'vehicle', 'okay')",1
"('name', 'yes', 'okay')",1
"('name', 'richard', 'deo')",1
"('car', 'said', 'shes')",1
"('happened', 'okay', 'ever')",1
"('73', 'okay', 'conscious')",1
"('cooull', '73', 'okay')",1
"('medical', 'cooull', '73')",1
"('pratt', 'medical', 'cooull')",1
"('telling', 'pratt', 'medical')",1
"('shes', 'telling', 'pratt')",1
"('hours', 'shes', 'telling')",1
"('couple', 'hours', 'shes')",1
"('oh', 'couple', 'hours')",1
"('minutes', 'oh', 'couple')",1
"('45', 'minutes', 'oh')",1
"('last', '45', 'minutes')",1
"('least', 'last', '45')",1
"('long', 'least', 'last')",1
"('circle', 'long', 'least')",1
"('yes', 'okay', 'ever')",1
"('ever', 'happened', 'heres')",1
"('medic', '3904samson', 'circle')",1
"('happened', 'heres', 'transplant')",1
"('put', 'car', 'said')",1
"('going', 'put', 'car')",1
"('car', 'going', 'put')",1
"('getting', 'car', 'going')",1
"('yes', 'getting', 'car')",1
"('nausea', 'yes', 'getting')",1
"('yes', 'feeling', 'symptoms')",1
"('nausea', 'yes', 'feeling')",1
"('thank', 'feeling', 'symptoms')",1
"('patient', 'thank', 'feeling')",1
"('transplant', 'patient', 'thank')",1
"('liver', 'transplant', 'patient')",1
"('patient', 'liver', 'transplant')",1
"('transplant', 'patient', 'liver')",1
"('heres', 'transplant', 'patient')",1
"('3904samson', 'circle', 'long')",1
"('start', 'medic', '3904samson')",1
"('richard', 'deo', 'richard')",1
"('robert', 'spelled', 'baltzerat')",1
"('oh', 'last', 'name')",1
"('boulton', 'oh', 'last')",1
"('robert', 'boulton', 'oh')",1
"('name', 'robert', 'boulton')",1
"('circle', 'name', 'robert')",1
"('sandstone', 'circle', 'name')",1
"('circle', '3904', 'sandstone')",1
"('sandstone', 'circle', '3904')",1
"('emergency', '3904', 'sandstone')",1
"('address', 'emergency', '3904')",1
"('oh', 'born', 'fordham')",1
"('old', 'oh', 'born')",1
"('live', 'old', 'oh')",1
"('richard', 'live', 'old')",1
"('deo', 'richard', 'live')",1
"('name', 'robert', 'spelled')",1
"('spelled', 'baltzerat', 'cer')",1
"('stop', 'okay', 'partner')",1
"('baltzerat', 'cer', 'phone')",1
"('cant', 'stop', 'okay')",1
"('wife', 'cant', 'stop')",1
"('harvard', 'wife', 'cant')",1
"('happening', 'harvard', 'wife')",1
"('whats', 'happening', 'harvard')",1
"('3686', 'tell', 'exactly')",1
"('6146208', '3686', 'tell')",1
"('number', '6146208', '3686')",1
"('shot', 'number', '6146208')",1
"('thats', 'shot', 'number')",1
"('rubber', 'thats', 'shot')",1
"('disconnecting', 'rubber', 'thats')",1
"('case', 'disconnecting', 'rubber')",1
"('number', 'case', 'disconnecting')",1
"('cer', 'phone', 'number')",1
"('fast', 'okay', 'kind')",1
"('im', 'breathing', 'fast')",1
"('kind', 'hard', 'tell')",1
"('hes', 'feeling', 'better')",1
"('household', 'okay', 'doctors')",1
"('anybody', 'household', 'okay')",1
"('covid', 'anybody', 'household')",1
"('diagnosed', 'covid', 'anybody')",1
"('okay', 'diagnosed', 'covid')",1
"('better', 'okay', 'diagnosed')",1
"('feeling', 'better', 'okay')",1
"('mean', 'hes', 'feeling')",1
"('know', 'said', 'bruises')",1
"('okay', 'mean', 'hes')",1
"('friday', 'okay', 'mean')",1
"('symptoms', 'friday', 'okay')",1
"('flulike', 'symptoms', 'friday')",1
"('like', 'flulike', 'symptoms')",1
"('starting', 'like', 'flulike')",1
"('feeling', 'starting', 'like')",1
"('okay', 'doctors', 'orders')",1
"('quarantine', 'okay', 'fever')",1
"('okay', 'fever', 'said')",1
"('fever', 'said', 'starting')",1
"('felt', 'sick', 'since')",1
"('symptoms', 'felt', 'sick')",1
"('like', 'symptoms', 'felt')",1
"('flu', 'like', 'symptoms')",1
"('said', 'flu', 'like')",1
"('today', 'said', 'flu')",1
"('uh', 'today', 'said')",1
"('yeah', 'uh', 'today')",1
"('breathing', 'yeah', 'uh')",1
"('coughing', 'difficulty', 'breathing')",1
"('breath', 'coughing', 'difficulty')",1
"('sick', 'fever', 'shortness')",1
"('feel', 'sick', 'fever')",1
"('starting', 'feel', 'sick')",1
"('said', 'starting', 'feel')",1
"('started', 'feeling', 'starting')",1
"('fall', 'started', 'feeling')",1
"('prior', 'fall', 'started')",1
"('kind', 'stroke', 'cardiac')",1
"('issues', 'yeah', 'kind')",1
"('cardiac', 'issues', 'yeah')",1
"('stroke', 'cardiac', 'issues')",1
"('ever', 'stroke', 'cardiac')",1
"('might', 'ever', 'stroke')",1
"('caused', 'might', 'ever')",1
"('could', 'caused', 'might')",1
"('ago', 'could', 'caused')",1
"('weeks', 'ago', 'could')",1
"('several', 'weeks', 'ago')",1
"('surgery', 'several', 'weeks')",1
"('hip', 'surgery', 'several')",1
"('injuries', 'hip', 'surgery')",1
"('visible', 'injuries', 'hip')",1
"('okay', 'visible', 'injuries')",1
"('yeah', 'kind', 'stroke')",1
"('stroke', 'cardiac', 'history')",1
"('today', 'illness', 'prior')",1
"('cardiac', 'history', 'history')",1
"('complaints', 'today', 'illness')",1
"('okay', 'complaints', 'today')",1
"('stays', 'short', 'breath')",1
"('yeah', 'stays', 'short')",1
"('breath', 'yeah', 'stays')",1
"('say', 'hes', 'short')",1
"('yes', 'okay', 'would')",1
"('listen', 'yes', 'okay')",1
"('commands', 'listen', 'yes')",1
"('follow', 'commands', 'listen')",1
"('talk', 'follow', 'commands')",1
"('right', 'talk', 'follow')",1
"('okay', 'right', 'talk')",1
"('history', 'okay', 'right')",1
"('history', 'history', 'okay')",1
"('sick', 'since', 'friday')",1
"('since', 'friday', 'okay')",1
"('friday', 'okay', 'sort')",1
"('want', 'use', '67')",1
"('old', 'right', 'want')",1
"('okay', 'old', 'right')",1
"('correct', 'okay', 'old')",1
"('loop', 'correct', 'okay')",1
"('mcnamara', 'loop', 'correct')",1
"('402', 'mcnamara', 'loop')",1
"('address', '402', 'mcnamara')",1
"('verify', 'address', '402')",1
"('right', 'want', 'verify')",1
"('prakamh', 'right', 'want')",1
"('ok', 'prakamh', 'right')",1
"('name', 'ok', 'prakamh')",1
"('4', 'name', 'ok')",1
"('2', '4', 'name')",1
"('4', '2', '4')",1
"('right', 'want', 'use')",1
"('use', '67', 'shes')",1
"('2', '8', '4')",1
"('67', 'shes', 'conscious')",1
"('stand', 'think', 'shes')",1
"('open', 'stand', 'think')",1
"('tried', 'open', 'stand')",1
"('open', 'yeah', 'mean')",1
"('tried', 'open', 'yeah')",1
"('feet', 'yeah', 'mean')",1
"('chair', 'like', 'less')",1
"('fell', 'chair', 'like')",1
"('pardon', 'fell', 'chair')",1
"('beg', 'pardon', 'fell')",1
"('chair', 'beg', 'pardon')",1
"('fell', 'chair', 'beg')",1
"('right', 'fell', 'chair')",1
"('yeah', 'right', 'fell')",1
"('breathing', 'right', 'yeah')",1
"('8', '4', '2')",1
"('1', '2', '8')",1
"('okay', 'sort', 'symptoms')",1
"('theyre', 'ill', 'let')",1
"('going', 'shortly', 'youre')",1
"('youre', 'going', 'shortly')",1
"('around', 'youre', 'going')",1
"('medic', 'around', 'youre')",1
"('well', 'fever', 'anything')",1
"('ok', 'well', 'fever')",1
"('thats', 'ok', 'well')",1
"('sent', 'thats', 'ok')",1
"('questions', 'sent', 'thats')",1
"('one', 'questions', 'sent')",1
"('congestion', 'one', 'questions')",1
"('call', 'congestion', 'one')",1
"('hes', 'call', 'congestion')",1
"('symptoms', 'hes', 'call')",1
"('sort', 'symptoms', 'hes')",1
"('mask', 'theyre', 'ill')",1
"('get', 'ready', 'gets')",1
"('859', '5', '1')",1
"('ready', 'gets', 'worse')",1
"('calling', '859', '5')",1
"('youre', 'calling', '859')",1
"('blood', 'alright', 'whats')",1
"('head', 'blood', 'alright')",1
"('bruises', 'head', 'blood')",1
"('fell', 'bruises', 'head')",1
"('chair', 'fell', 'bruises')",1
"('sitting', 'chair', 'fell')",1
"('mom', 'sitting', 'chair')",1
"('medic', 'mom', 'sitting')",1
"('need', 'medic', 'mom')",1
"('shortly', 'going', 'okay')",1
"('back', 'shortly', 'going')",1
"('calls', 'back', 'shortly')",1
"('worse', 'get', 'calls')",1
"('bleeding', 'okay', 'visible')",1
"('bleeding', 'right', 'hes')",1
"('hes', 'bleeding', 'right')",1
"('good', 'love', 'get')",1
"('ok', 'sounds', 'good')",1
"('mask', 'ok', 'sounds')",1
"('ahead', 'mask', 'ok')",1
"('medic', 'could', 'go')",1
"('contact', 'medic', 'could')",1
"('ahead', 'anybody', 'contact')",1
"('go', 'ahead', 'anybody')",1
"('paramedic', 'could', 'go')",1
"('show', 'paramedic', 'could')",1
"('might', 'show', 'paramedic')",1
"('medications', 'might', 'show')",1
"('gather', 'medications', 'might')",1
"('comfortably', 'could', 'gather')",1
"('rest', 'comfortably', 'could')",1
"('kind', 'rest', 'comfortably')",1
"('sounds', 'good', 'love')",1
"('love', 'get', 'worse')",1
"('breathing', 'doctors', 'orders')",1
"('worse', 'get', 'want')",1
"('starting', 'come', 'hes')",1
"('moment', 'hes', 'starting')",1
"('unresponsive', 'moment', 'hes')",1
"('fallen', 'unresponsive', 'moment')",1
"('husband', 'fallen', 'unresponsive')",1
"('emergency', 'husband', 'fallen')",1
"('ellen', 'im', 'calling')",1
"('alright', 'ellen', 'im')",1
"('911', 'alright', 'ellen')",1
"('calling', '911', 'alright')",1
"('uh', 'im', 'calling')",1
"('otherwise', 'shortly', 'okay')",1
"('away', 'otherwise', 'shortly')",1
"('right', 'away', 'otherwise')",1
"('back', 'right', 'away')",1
"('well', 'kind', 'rest')",1
"('difficulty', 'breathing', 'doctors')",1
"('hes', 'acting', 'right')",1
"('oxygen', 'breathing', 'like')",1
"('hes', 'getting', 'enough')",1
"('okay', 'hes', 'getting')",1
"('yeah', 'okay', 'hes')",1
"('bit', 'yeah', 'okay')",1
"('im', 'ok', 'difficulty')",1
"('passed', 'im', 'ok')",1
"('neck', 'passed', 'im')",1
"('side', 'neck', 'passed')",1
"('shooting', 'side', 'neck')",1
"('kind', 'shooting', 'side')",1
"('pain', 'kind', 'shooting')",1
"('like', 'pain', 'kind')",1
"('felt', 'like', 'pain')",1
"('tell', 'felt', 'like')",1
"('hard', 'tell', 'felt')",1
"('enough', 'oxygen', 'breathing')",1
"('breathing', 'like', 'enough')",1
"('suppressed', 'difficulty', 'breathing')",1
"('like', 'enough', 'yes')",1
"('short', 'suppressed', 'difficulty')",1
"('fever', 'short', 'suppressed')",1
"('cough', 'fever', 'short')",1
"('symptom', 'cough', 'fever')",1
"('covid', 'symptom', 'cough')",1
"('suffering', 'covid', 'symptom')",1
"('tag', 'okay', 'anybody')",1
"('erratic', 'behavior', 'wear')",1
"('thought', 'state', 'country')",1
"('travel', 'thought', 'state')",1
"('recent', 'travel', 'thought')",1
"('absolutely', 'history', 'recent')",1
"('yeah', 'absolutely', 'history')",1
"('appropriately', 'yeah', 'absolutely')",1
"('enough', 'yes', 'responding')",1
"('come', 'hes', 'acting')",1
"('acting', 'right', 'im')",1
"('tub', 'okay', 'hes')",1
"('got', 'bathroom', 'fell')",1
"('okay', 'get', 'got')",1
"('okay', 'said', 'yes')",1
"('asked', 'okay', 'said')",1
"('time', 'asked', 'okay')",1
"('heard', 'time', 'asked')",1
"('know', 'heard', 'time')",1
"('said', 'know', 'heard')",1
"('first', 'said', 'know')",1
"('bed', 'first', 'said')",1
"('got', 'bed', 'first')",1
"('fall', 'walking', 'got')",1
"('city', 'fall', 'walking')",1
"('fall', 'far', 'city')",1
"('city', 'fall', 'far')",1
"('0175', 'far', 'city')",1
"('get', 'got', 'bathroom')",1
"('bathroom', 'fell', 'floor')",1
"('740', '272', '0175')",1
"('fell', 'floor', 'surface')",1
"('fell', 'tub', 'okay')",1
"('laid', 'fell', 'tub')",1
"('bathroom', 'laid', 'fell')",1
"('way', 'bathroom', 'laid')",1
"('bruising', 'way', 'bathroom')",1
"('cuts', 'bruising', 'way')",1
"('slab', 'okay', 'cuts')",1
"('house', 'slab', 'okay')",1
"('live', 'house', 'slab')",1
"('linoleum', 'live', 'house')",1
"('laminate', 'linoleum', 'live')",1
"('bye', 'laminate', 'linoleum')",1
"('hardwood', 'bye', 'laminate')",1
"('surface', 'hardwood', 'bye')",1
"('floor', 'surface', 'hardwood')",1
"('272', '0175', 'far')",1
"('could', 'verify', 'phone')",1
"('right', 'im', 'scared')",1
"('responsive', 'old', 'shes')",1
"('yeah', 'wasnt', 'responsive')",1
"('around', 'yeah', 'wasnt')",1
"('coming', 'around', 'yeah')",1
"('hes', 'coming', 'around')",1
"('okay', 'hes', 'coming')",1
"('oh', 'okay', 'hes')",1
"('ohio', 'oh', 'okay')",1
"('delaware', 'ohio', 'oh')",1
"('bend', 'delaware', 'ohio')",1
"('kettering', 'bend', 'delaware')",1
"('166', 'kettering', 'bend')",1
"('adra', '166', 'kettering')",1
"('address', 'adra', '166')",1
"('scared', 'address', 'adra')",1
"('im', 'scared', 'address')",1
"('wasnt', 'responsive', 'old')",1
"('old', 'shes', '58')",1
"('peace', 'could', 'verify')",1
"('shes', '58', 'okay')",1
"('lo', 'peace', 'could')",1
"('long', 'lo', 'peace')",1
"('name', 'long', 'lo')",1
"('last', 'name', 'long')",1
"('ann', 'last', 'name')",1
"('leigh', 'ann', 'last')",1
"('name', 'leigh', 'ann')",1
"('name', 'name', 'leigh')",1
"('help', 'way', 'get')",1
"('reassure', 'help', 'way')",1
"('talking', 'reassure', 'help')",1
"('youre', 'talking', 'reassure')",1
"('medic', 'youre', 'talking')",1
"('start', 'medic', 'youre')",1
"('58', 'okay', 'partners')",1
"('still', 'okay', 'know')",1
"('said', 'bruises', 'obvious')",1
"('well', 'im', 'breathing')",1
"('going', 'sister', 'today')",1
"('79', 'years', 'old')",1
"('shes', '79', 'years')",1
"('squad', 'shes', '79')",1
"('emergency', 'squad', 'shes')",1
"('said', 'needs', 'emergency')",1
"('today', 'said', 'needs')",1
"('sister', 'today', 'said')",1
"('whats', 'going', 'sister')",1
"('bruises', 'obvious', 'injuries')",1
"('zero', 'okay', 'whats')",1
"('yeah', 'zero', 'okay')",1
"('537', 'yeah', 'zero')",1
"('sorry', '537', 'yeah')",1
"('im', 'sorry', '537')",1
"('sorry', '614', 'uhhuh')",1
"('im', 'sorry', '614')",1
"('old', 'shes', 'ill')",1
"('shes', 'ill', 'asked')",1
"('ill', 'asked', 'dont')",1
"('dont', 'sirens', 'asked')",1
"('first', 'door', 'medics')",1
"('unlocked', 'first', 'door')",1
"('door', 'unlocked', 'first')",1
"('come', 'door', 'unlocked')",1
"('medics', 'come', 'door')",1
"('yes', 'right', 'door')",1
"('background', 'yes', 'right')",1
"('talking', 'background', 'yes')",1
"('thats', 'talking', 'background')",1
"('whether', 'thats', 'talking')",1
"('put', 'whether', 'thats')",1
"('okay', 'put', 'whether')",1
"('sirens', 'okay', 'put')",1
"('dont', 'sirens', 'okay')",1
"('sirens', 'asked', 'dont')",1
"('uh', '614', 'uhhuh')",1
"('jester', 'alright', 'phone')",1
"('sylvia', 'jester', 'alright')",1
"('hello', 'address', 'um')",1
"('motion', 'adjourn', 'hello')",1
"('emergency', 'motion', 'adjourn')",1
"('addresses', 'emergency', 'motion')",1
"('one', 'addresses', 'emergency')",1
"('theyre', 'going', 'okay')",1
"('right', 'theyre', 'going')",1
"('see', 'okay', 'okay')",1
"('put', 'see', 'okay')",1
"('okay', 'put', 'see')",1
"('diabetic', 'okay', 'put')",1
"('yes', 'diabetic', 'okay')",1
"('diabetic', 'diabetic', 'yes')",1
"('ok', 'diabetic', 'diabetic')",1
"('drink', 'ok', 'diabetic')",1
"('eat', 'drink', 'ok')",1
"('adjourn', 'hello', 'address')",1
"('address', 'um', '9427')",1
"('sister', 'sylvia', 'jester')",1
"('um', '9427', 'creighton')",1
"('calling', 'sister', 'sylvia')",1
"('im', 'calling', 'sister')",1
"('dimmel', 'im', 'calling')",1
"('alice', 'dimmel', 'im')",1
"('name', 'alice', 'dimmel')",1
"('name', 'name', 'alice')",1
"('power', 'alright', 'name')",1
"('thats', 'power', 'alright')",1
"('creighcon', 'thats', 'power')",1
"('yes', 'creighcon', 'thats')",1
"('creighton', 'yes', 'creighcon')",1
"('thank', 'creighton', 'yes')",1
"('powell', 'thank', 'creighton')",1
"('drive', 'powell', 'thank')",1
"('creighton', 'drive', 'powell')",1
"('door', 'medics', 'let')",1
"('medics', 'let', 'thats')",1
"('let', 'thats', 'fine')",1
"('feet', 'long', 'gets')",1
"('cold', 'chill', 'cant')",1
"('cold', 'cold', 'chill')",1
"('real', 'cold', 'cold')",1
"('hit', 'real', 'cold')",1
"('hot', 'hit', 'real')",1
"('real', 'hot', 'hit')",1
"('hit', 'real', 'hot')",1
"('didnt', 'hit', 'real')",1
"('long', 'didnt', 'hit')",1
"('feet', 'long', 'didnt')",1
"('well', 'cant', 'stand')",1
"('sylvia', 'well', 'cant')",1
"('symptoms', 'sylvia', 'well')",1
"('today', 'symptoms', 'sylvia')",1
"('symptoms', 'today', 'symptoms')",1
"('chill', 'cant', 'cant')",1
"('long', 'gets', 'real')",1
"('reaction', 'shot', 'symptoms')",1
"('gets', 'real', 'hot')",1
"('breathing', 'well', 'im')",1
"('trouble', 'breathing', 'well')",1
"('arthritis', 'ok', 'trouble')",1
"('lungs', 'arthritis', 'ok')",1
"('dad', 'lungs', 'arthritis')",1
"('heard', 'dad', 'lungs')",1
"('stay', 'heard', 'dad')",1
"('compromised', 'stay', 'heard')",1
"('lungs', 'compromised', 'stay')",1
"('arthritis', 'lungs', 'compromised')",1
"('rheumatoid', 'arthritis', 'lungs')",1
"('cold', 'rheumatoid', 'arthritis')",1
"('real', 'cold', 'rheumatoid')",1
"('hot', 'real', 'cold')",1
"('real', 'hot', 'real')",1
"('shot', 'symptoms', 'today')",1
"('im', 'reaction', 'shot')",1
"('thats', 'fine', 'either')",1
"('ming', 'things', 'bolanda')",1
"('also', 'disg', 'ming')",1
"('hes', 'also', 'disg')",1
"('happen', 'hes', 'also')",1
"('going', 'happen', 'hes')",1
"('thinking', 'going', 'happen')",1
"('oh', 'thinking', 'going')",1
"('plays', 'oh', 'thinking')",1
"('throwbirds', 'plays', 'oh')",1
"('thats', 'throwbirds', 'plays')",1
"('door', 'thats', 'throwbirds')",1
"('symptoms', 'door', 'thats')",1
"('covid', 'symptoms', 'door')",1
"('one', 'guys', 'covid')",1
"('either', 'one', 'guys')",1
"('fine', 'either', 'one')",1
"('disg', 'ming', 'things')",1
"('things', 'bolanda', 'certainly')",1
"('know', 'im', 'reaction')",1
"('bolanda', 'certainly', 'know')",1
"('thank', 'dont', 'think')",1
"('symptoms', 'thank', 'dont')",1
"('sylvia', 'covid', 'symptoms')",1
"('know', 'sylvia', 'covid')",1
"('dont', 'know', 'sylvia')",1
"('monday', 'dont', 'know')",1
"('shot', 'monday', 'dont')",1
"('first', 'shot', 'monday')",1
"('sylvia', 'first', 'shot')",1
"('shots', 'sylvia', 'first')",1
"('ive', 'shots', 'sylvia')",1
"('havent', 'ive', 'shots')",1
"('happen', 'havent', 'ive')",1
"('know', 'happen', 'havent')",1
"('certainly', 'know', 'happen')",1
"('long', 'hes', 'diabetic')",1
"('medication', 'long', 'hes')",1
"('daily', 'medication', 'long')",1
"('address', 'emergency', 'love')",1
"('theyre', 'house', 'guys')",1
"('right', 'theyre', 'house')",1
"('basis', 'let', 'medics')",1
"('daily', 'basis', 'let')",1
"('medications', 'daily', 'basis')",1
"('takes', 'medications', 'daily')",1
"('anything', 'takes', 'medications')",1
"('injuries', 'dont', 'eat')",1
"('possible', 'dont', 'try')",1
"('well', 'meantime', 'rest')",1
"('right', 'well', 'meantime')",1
"('diabetic', 'right', 'well')",1
"('put', 'diabetic', 'right')",1
"('right', 'put', 'diabetic')",1
"('ago', 'right', 'put')",1
